,snapshot,altitude (ft),heading,latitude,longitude,radar_id,ground speed (kts),squawk,date,flight_radar_flight_id,CAS (kts),TAS (kts),x (m),y (m),Distance (m),Distance (ft),ROC (ft/min)
90,1574800298,35000,163,46.73634,3.12333,1591,424,1000,2019-11-26T00:00:00.000Z,586933868,239.282878616821,431.128052193507,56888.3209937139,-220673.841060195,241509.760377786,792354.856882502,0
91,1574800360,34975,163,46.61714,3.17418,1591,424,1000,2019-11-26T00:00:00.000Z,586933868,239.398297162508,431.128052193507,60915.2304455584,-233887.117303918,255323.039091629,837674.01276781,-0.403225806451613
92,1574800423,35425,163,46.49796,3.22483,1591,430,1000,2019-11-26T00:00:00.000Z,586933868,240.628127011822,437.128052193507,64944.4333148461,-247095.252017241,269132.068687048,882979.227975879,7.14285714285714
93,1574800487,36375,163,46.37701,3.27599,1591,431,1000,2019-11-26T00:00:00.000Z,586933868,236.763043317088,438.128052193507,69032.8288959432,-260496.596131007,283143.171515987,928947.413110192,14.84375
94,1574800550,36975,163,46.25491,3.32765,1591,438,1000,2019-11-26T00:00:00.000Z,586933868,237.735118807383,445.128052193507,73179.4540761953,-274022.086069352,297290.021994372,975360.964548463,9.52380952380952
95,1574800613,37000,163,46.13429,3.37816,1591,432,1000,2019-11-26T00:00:00.000Z,586933868,234.415464379597,439.128052193507,77253.3664202511,-287380.930093679,311256.248236752,1021181.91678725,0.396825396825397
96,1574800675,37000,164,46.01619,3.42657,1591,434,1000,2019-11-26T00:00:00.000Z,586933868,235.516362059078,441.190352370393,81178.3931945203,-300458.73697116,324910.363656779,1065978.88338838,0
97,1574800742,37025,164,45.88444,3.48039,24605,439,1000,2019-11-26T00:00:00.000Z,586933868,238.068482702917,446.190352370393,85562.3608827163,-315044.755399932,340140.96135666,1115948.03594705,0.373134328358209
98,1574800809,37025,163,45.75554,3.53277,24605,437,1000,2019-11-26T00:00:00.000Z,586933868,236.968125710927,444.128052193507,89850.0304270941,-329311.958406497,355038.517926524,1164824.53387967,0
99,1574800868,37025,163,45.63949,3.58168,24605,430,1000,2019-11-26T00:00:00.000Z,586933868,233.233218915952,437.128052193507,93863.8793965475,-342151.496450608,368490.830766172,1208959.41852419,0
100,1574800933,36950,163,45.51561,3.63373,24605,429,1000,2019-11-26T00:00:00.000Z,586933868,233.042778238207,436.128052193507,98154.2973928099,-355854.059892139,382849.379838131,1256067.51915397,-1.15384615384615
101,1574800994,36950,164,45.40041,3.68094,24605,433,1000,2019-11-26T00:00:00.000Z,586933868,235.21344741323,440.190352370393,102067.418303276,-368594.965725854,396177.665426439,1299795.49024422,0
102,1574801045,37025,164,45.3018,3.71994,24605,439,1000,2019-11-26T00:00:00.000Z,586933868,238.068482702917,446.190352370393,105318.733056254,-379500.726006746,407557.764500139,1337131.77329442,1.47058823529412
103,1574801096,37050,147,45.2038,3.77191,19858,474,1000,2019-11-26T00:00:00.000Z,586933868,255.902530390063,479.850829612953,109600.907448336,-390316.719846707,419190.594777861,1375297.22696149,0.490196078431373
104,1574801105,37050,141,45.18494,3.7914,19858,485,1000,2019-11-26T00:00:00.000Z,586933868,261.447551659344,490.248472231924,111173.806826787,-392383.080959633,421787.489212324,1383817.22182521,0
105,1574801111,37050,137,45.17592,3.80251,19858,490,1000,2019-11-26T00:00:00.000Z,586933868,263.882606791108,494.814520185216,112067.302976746,-393368.364702401,,,
106,1574801117,37050,134,45.16731,3.81453,19858,496,1000,2019-11-26T00:00:00.000Z,586933868,266.900541171449,500.473543227766,113031.908252495,-394306.479885228,,,
107,1574801132,37050,123,45.14399,3.856,19858,512,1000,2019-11-26T00:00:00.000Z,586933868,274.714557317532,515.125849027914,116348.442160943,-396831.955142863,,,
108,1574801143,37050,119,45.13055,3.88798,19858,518,1000,2019-11-26T00:00:00.000Z,586933868,277.636324117291,520.604545235657,118897.94929217,-398273.080930325,,,
109,1574801149,37050,119,45.12524,3.90126,19858,516,1000,2019-11-26T00:00:00.000Z,586933868,276.569732107451,518.604545235657,119956.423140049,-398841.040448632,,,
110,1574801211,37000,120,45.05067,4.07959,1281,511,1000,2019-11-26T00:00:00.000Z,586933868,274.24278677306,513.736161146605,134198.126486332,-406810.910998962,,,
111,1574801273,37000,122,44.97216,4.25801,665,513,1000,2019-11-26T00:00:00.000Z,586933868,275.449589820042,515.996852747327,148496.533899418,-415181.267326615,,,
112,1574801337,37025,122,44.89233,4.43691,665,504,1000,2019-11-26T00:00:00.000Z,586933868,270.512284336696,506.996852747327,162877.765133096,-423659.561974196,,,
113,1574801400,37000,122,44.8144,4.61205,665,505,1000,2019-11-26T00:00:00.000Z,586933868,271.179027496206,507.996852747327,176996.376772186,-431897.990530008,,,
114,1574801459,37025,120,44.74247,4.78173,665,507,1000,2019-11-26T00:00:00.000Z,586933868,271.973864558696,509.736161146605,190700.302781145,-439447.769919282,,,
115,1574801522,36800,121,44.66678,4.95932,665,499,1000,2019-11-26T00:00:00.000Z,586933868,268.960614468595,501.866943596362,205082.731860828,-447357.432683153,,,
116,1574801585,36025,121,44.59341,5.13042,665,483,1000,2019-11-26T00:00:00.000Z,586933868,264.359454337308,485.866943596362,218978.437182253,-454991.24648296,,,
117,1574801649,36000,121,44.51907,5.30208,665,490,1000,2019-11-26T00:00:00.000Z,586933868,268.298708475533,492.866943596362,232959.536069723,-462694.959698468,,,
118,1574801712,36000,121,44.4451,5.47211,665,491,1000,2019-11-26T00:00:00.000Z,586933868,268.843071841673,493.866943596362,246846.091845629,-470326.841167139,,,
119,1574801774,35800,121,44.37117,5.64135,665,488,1000,2019-11-26T00:00:00.000Z,586933868,268.251470544055,490.866943596362,260706.007851911,-477921.134949643,,,
120,1574801838,34825,121,44.29683,5.81039,665,488,1000,2019-11-26T00:00:00.000Z,586933868,273.359492242642,490.866943596362,274588.469927262,-485525.672955825,,,
121,1574801902,33850,121,44.22234,5.97884,665,493,1000,2019-11-26T00:00:00.000Z,586933868,281.355618388351,495.866943596362,288461.095890271,-493113.040002225,,,
122,1574801964,33000,121,44.14539,6.15149,665,498,1000,2019-11-26T00:00:00.000Z,586933868,288.824532422907,500.866943596362,302720.913137225,-500918.778743549,,,
123,1574802027,33000,121,44.06923,6.32146,665,498,1000,2019-11-26T00:00:00.000Z,586933868,288.824532422907,500.866943596362,316799.564195918,-508610.650045849,,,
124,1574802091,33000,121,43.99127,6.49458,665,498,1000,2019-11-26T00:00:00.000Z,586933868,288.824532422907,500.866943596362,331180.282840361,-516449.527639185,,,
125,1574802154,33000,122,43.91417,6.66478,665,493,1000,2019-11-26T00:00:00.000Z,586933868,286.016198332759,495.996852747327,345359.669149168,-524168.300882999,,,
126,1574802225,32150,122,43.82954,6.8503,4179,494,1000,2019-11-26T00:00:00.000Z,586933868,291.228367229974,496.996852747327,360862.820536615,-532603.595354691,,,
127,1574802288,31100,122,43.75151,7.02033,4179,494,1000,2019-11-26T00:00:00.000Z,586933868,297.009054043492,496.996852747327,375114.917462258,-540345.89477216,,,
128,1574802351,31000,122,43.67258,7.19106,4179,500,1000,2019-11-26T00:00:00.000Z,586933868,301.155066538061,502.996852747327,389468.695188243,-548145.00772404,,,
129,1574802415,31025,122,43.59467,7.35905,4179,495,1000,2019-11-26T00:00:00.000Z,586933868,298.022708052931,497.996852747327,403632.276120282,-555807.651502805,,,
130,1574802476,31000,122,43.51813,7.52314,4179,502,1000,2019-11-26T00:00:00.000Z,586933868,302.352509682658,504.996852747327,417507.194030174,-563303.675087285,,,
131,1574802540,30700,122,43.43599,7.69795,4179,519,1000,2019-11-26T00:00:00.000Z,586933868,314.278824705947,521.996852747327,432333.52024724,-571314.87507673,,,
132,1574802603,29625,122,43.35599,7.86742,4179,512,1000,2019-11-26T00:00:00.000Z,586933868,316.286059627515,514.996852747327,446749.884130547,-579081.575500819,,,
133,1574802667,27275,123,43.27286,8.04238,4179,510,1000,2019-11-26T00:00:00.000Z,586933868,328.916114943761,513.125849027914,461679.208852342,-587117.098682735,,,
134,1574802727,24850,123,43.19641,8.20276,4179,489,1000,2019-11-26T00:00:00.000Z,586933868,329.406645877491,492.125849027914,475403.799109609,-594472.275267461,,,
135,1574802796,22225,123,43.10979,8.3827,4179,501,1000,2019-11-26T00:00:00.000Z,586933868,353.279414747755,504.125849027914,490852.232763713,-602774.237826909,,,
136,1574802857,19925,123,43.03509,8.53734,717,476,1000,2019-11-26T00:00:00.000Z,586933868,349.252275447578,479.125849027914,504167.234929743,-609900.256724943,,,
137,1574802920,17650,123,42.95961,8.69306,717,457,1000,2019-11-26T00:00:00.000Z,586933868,348.485342570651,460.125849027914,517611.660368723,-617069.467716541,,,
138,1574802951,16575,123,42.92336,8.76728,717,452,1000,2019-11-26T00:00:00.000Z,586933868,350.904700669385,455.125849027914,524034.228370941,-620504.296199551,,,
139,1574802987,15325,123,42.8815,8.85263,17654,444,1000,2019-11-26T00:00:00.000Z,586933868,351.898878005578,447.125849027914,531431.267175929,-624463.390467244,,,
140,1574803021,14175,123,42.84421,8.92881,16029,432,1000,2019-11-26T00:00:00.000Z,586933868,348.934121391095,435.125849027914,538041.678397002,-627980.033818675,,,
141,1574803056,12925,123,42.80492,9.00873,6415,421,1000,2019-11-26T00:00:00.000Z,586933868,347.049185301405,424.125849027914,544987.167172139,-631678.750658081,,,
142,1574803092,11750,123,42.76703,9.08544,6415,408,1000,2019-11-26T00:00:00.000Z,586933868,342.797439326128,411.125849027914,551664.047145362,-635239.604861207,,,
143,1574803108,11225,123,42.75119,9.1174,6415,384,1000,2019-11-26T00:00:00.000Z,586933868,325.492225236489,387.125849027914,554448.89326677,-636726.508674466,,,
144,1574803114,11075,123,42.74451,9.13095,6415,373,1000,2019-11-26T00:00:00.000Z,586933868,316.996834766725,376.125849027914,555629.672175754,-637352.516945343,,,
145,1574803132,10625,123,42.72766,9.16534,6415,350,1000,2019-11-26T00:00:00.000Z,586933868,299.739672119272,353.125849027914,558626.654983782,-638928.645999703,,,
146,1574803148,10325,123,42.71429,9.19249,6415,332,1000,2019-11-26T00:00:00.000Z,586933868,285.810968688081,335.125849027914,560994.557638286,-640179.132625195,,,
